2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΠ,ΚΠ,Π,6,Ε,510055,,,,,11:00:00,14:00:00,11:00-12:00,13:00-14:00,25,72143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26051,3,,2016-06-06,538781
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΠ,ΚΠ,Π,8,Ε,510097,,,,,14:00:00,17:00:00,14:00-15:00,16:00-17:00,25,72146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26060,3,,2016-06-06,538782
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΠ,ΚΠ,Π,8,Ε,510125,,,,,17:00:00,20:00:00,17:00-18:00,19:00-20:00,22,72095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,538783
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΠ,ΚΠ,Π,6,Υ,510149,,,,,14:00:00,17:00:00,14:00-15:00,16:00-17:00,22,72092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,538784
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΑ,ΚΑ,Π,2,Υ,520011,,,,,08:00:00,11:00:00,08:00-09:00,10:00-11:00,20,72050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26125,1,,2016-06-06,538785
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΑ,ΚΑ,Π,8,Ε,520033,,,,,11:00:00,14:00:00,11:00-12:00,13:00-14:00,20,72053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26130,1,,2016-06-06,538786
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΑ,ΚΑ,Π,8,Ε,520051,,,,,17:00:00,20:00:00,17:00-18:00,19:00-20:00,20,72059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,538787
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΑ,ΚΑ,Π,2,Υ,520057,,,,,17:00:00,20:00:00,17:00-18:00,19:00-20:00,5,71843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26134,1,,2016-06-06,538788
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΑ,ΚΑ,Π,6,Ε,520060,,,,,14:00:00,17:00:00,14:00-15:00,16:00-17:00,20,72056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26136,1,,2016-06-06,538789
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΨΥΧ,ΨΥΧ,Π,4,Υ,600122,ΨΥΧΟΠΑΘΟΛΟΓΙΑ ΤΟΥ ΠΑΙΔΙΟΥ ΚΑΙ ΤΟΥ ΕΦΗΒΟΥ,,ΠΑΠΑΗΛΙΟΥ,,09:00:00,12:00:00,09:00-10:00,11:00-12:00,14,71943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,538790
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΨΥΧ,ΨΥΧ,Π,2,Ε,600127,ΨΥΧΟΜΕΤΡΙΑ ΙΙ,,ΣΤΑΛΙΚΑΣ,,15:00:00,18:00:00,15:00-16:00,17:00-18:00,18,72021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26200,5,,2016-06-06,538791
