ΑΚΑΔΗΜΑΙΚΟ ΕΤΟΣ ΠΛΗΡΕΣ,ΑΚΑΔΗΜΑΙΚΟ ΕΤΟΣ,ΧΡΟΝΟΠΕΡΙΟΔΟΣ,ΠρώτοΤουΑΠΟ ΗΜΕΡΟΜΗΝΙΑ,ΠρώτοΤουΕΩΣ ΗΜΕΡΟΜΗΝΙΑ,ΠρώτοΤουΗΜΕΡΑ,ΠρώτοΤου(ΤΜΗΜΑ ΚΑΤΑΝΟΜΗ),ΠρώτοΤου(ΤΜΗΜΑ (ΔΕΣΜΕΥΣΗ) ***),ΠρώτοΤου(Π/Μ ***),ΠρώτοΤου(ΕΞΑΜ ***),ΠρώτοΤου(Υ/Ε ***),ΠρώτοΤου(ΚΩΔ ΜΑΘΗΜ ***),ΠρώτοΤου(ΛΕΚΤ ΜΑΘΗΜ),ΠρώτοΤου(ΔΙΔ ΜΟΝΑΔΕΣ),ΠρώτοΤου(ΔΙΔΑΣΚΩΝ),ΠρώτοΤουΗΜΕΡΟΜΗΝΙΑ ΜΙΑΣ ΜΕΡΑΣ,ουΠρώτοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ:00,ουΤελευταίοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ:00,ΠρώτοΤουΠρώτοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ,ΠρώτοΤουΤελευταίοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ,ΠρώτοΤουΑναγνωριστικό,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΟΙΝ,5,Π,,Ε,18234,ΚΟΙΝΩΝΙΑ ΣΤΡΑΤΟΣ,3,ΚΑΡΑΜΠΕΛΙΑΣ,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,72543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Π,6,Ε,18235,ΟΡΓΑΝΩΜΕΝΟ ΕΓΚΛΗΜΑ,3,ΛΑΖΟΣ,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,87842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,4,Ε,18238,ΛΑΙΚΗ ΤΕΧΝΗ ΚΟΙΝΩΝΙΑ ΛΟΓΟΤΕΧΝΙΑ ΚΙΝΗΜΑΤΟΓΡΑΦΟΣ,3,ΛΥΔΑΚΗ,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,80142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,6,Ε,18242,ΚΟΙΝΩΝ ΑΝΑΠΑΡΑΣΤΑΣΕΙΣ,3,ΧΑΛΚΙΑ,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,79738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,6,Ε,18243,ΚΟΙΝΩΝΙΑ ΥΓΕΙΑ,3,ΟΙΚΟΝΟΜΟΥ,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,80290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΨΥΧ,5,Π,8,Ε,18249,ΝΑΡΚΩΤΙΚΑ ΝΟΜΟΘΕΣΙΑ,3,ΧΑΙΔΟΥ,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,79941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΟΙΝ,5,Π,6,Ε,18253,ΚΟΙΝΩΝΙΑ ΚΟΙΝΩΤΙΣΜΟΣ,3,ΚΩΣΤΟΠΟΥΛΟΣ,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,71627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,5,ΚΟΙΝ,5,Π,6,Ε,18254,ΤΟΠΙΚΗ ΚΟΙΝΩΝΙΑ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΗ ΟΡΓΑΝΩΣΗ,3,ΚΩΣΤΟΠΟΥΛΟΣ,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,104607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,6,Ε,18269,ΟΙΚΟΝΟΜΙΚΟς ΚΟΙΝΩΝΙΚΟΣ ΜΕΤΑΣΧΗΜΑΤΙΣΜΟΣ ΑΝΑΤ ΕΥΡΩΠΗ,3,ΚΗΠΑΣ,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,80650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Π,8,Ε,18270,ΕΙΣΑΓΩΓΗ ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΣΥΓΧΡΟΝΟΥ ΦΑΝΑΤΑΣΙΑΚΟΥ,3,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,88394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Π,8,Ε,21022,ΟΙΚΟΝΟΜΙΚΗ ΕΓΚΛΗΜΑΤΙΚΟΤΗΤΑ ΙΙ,3,ΛΑΖΟΣ,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,87845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,5,ΚΟΙΝ,5,Π,6,Ε,18285,ΔΙΑΦΘΟΡΑ ΟΨΕΙς ΕΚΔΗΛΩΣΕΙΣ ΕΛΛΗΝΙΚΗ ΟΙΚΟΝΟΜΙΑ ΚΟΙΝΩΝΙΑ,3,Δ ΠΡΟΝΤΖΑΣ,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,104461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,4,Ε,18292,ΑΤΟΜΙΚΑ ΚΑΙ ΚΟΙΝΩΝΙΚΑ ΔΙΚΑΙΩΜΑΤΑ,3,ΤΣΙΡΗΣ,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,80268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,8,Ε,18294,ΛΛΙΜΑΤΙΚΗ ΑΛΛΑΓΗ ΒΙΩΣΙΜΗ ΑΝΑΠΤΥΞΗ ΚΑΙ ΟΙΚΟΝΟΜΙΑ,3,ΚΗΠΑΣ,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,80647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,8,Ε,18299,ΕΥΡΩΠΑΙΚΗ ΔΙΑΣΤΑΣΗ ΘΕΜΕΛΙΩΔΩΝ ΔΙΚΑΙΩΜΑΤΩΝ,3,ΤΣΙΡΗΣ,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,80271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Π,8,Ε,18304,ΟΙΚΟΝΟΜΙΕΣ ΑΡΧΑΙΟΥ ΚΟΣΜΟΥ,3,ΔΟΥΚΕΛΗΣ,,11:00:00,13:00:00,10:00-11:00,12:00-13:00,88374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Π,8,Ε,18309,ΠΟΙΝΙΚΗ ΠΡΟΣΤΑΣΙΑ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΙΙ,3,ΠΑΠΑΝΕΟΦΥΤΟΥ-ΤΖΩΡΤΖΗΣ,,13:00:00,17:00:00,12:00-13:00,16:00-17:00,88250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΟΙΝ,5,Π,8,Ε,18311,ΕΓΚΛΗΜΑΤΑ ΠΟΥ ΣΥΝΔΕΟΝΤΑΙ ΜΕ ΠΡΟΣΒΟΛΕΣ ΠΟΛΙΤΕΥΜΑΤΟΣ,3,ΠΑΠΑΝΕΟΦΥΤΟΥ-ΤΖΩΡΤΖΗΣ,,13:00:00,18:00:00,12:00-13:00,17:00-18:00,72036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,5,ΚΑ,5,Π,8,Ε,21059,ΕΓΚΛΗΜΑΤΑ ΔΙΑΦΘΟΡΑΣ,3,ΖΙΟΥΒΑΣ,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,104059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,2,Υ,18315,ΣΤΑΤΙΣΤΙΚΗ ΙΙ,3,ΚΑΛΑΜΑΤΙΑΝΟΥ,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,80364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,4,Υ,18319,ΣΥΓΧΡΟΝΗ ΚΟΙΝΩΝΙΚΗ ΘΕΩΡΙΑ,3,ΓΕΩΡΓΟΠΟΥΛΟΥ,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,80356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΟΙΝ,5,Π,4,Υ,18325,ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΚΟΙΝΩΝΙΑ ΣΤΗΝ ΕΛΛΑΔΑΤΟΥ20 ΑΙ Ι,3,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ,,17:00:00,19:00:00,16:00-17:00,18:00-19:00,72256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,5,ΚΟΙΝ,5,Π,6,Ε,18331,ΑΝΑΚΡΙΤΙΚΗ,3,ΖΙΟΥΒΑΣ,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,104056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΠΕΙ,5,Π,6,Ε,18332,ΠΟΙΝΟΛΟΓΙΑ ΣΩΦΡΟΝΙΣΤΙΚΗ,3,ΧΑΙΔΟΥ,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,88048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Π,4,Υ,18337,ΚΟΙΝΩΝΙΚΗ ΘΕΩΡΙΑ ΙΙ,3,ΚΑΝΤΖΑΡΑ,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,88015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Π,2,Υ,18342,ΣΥΓΧΡΟΝΗ ΕΛΛΗΝ ΚΟΙΝΩΝΙΑ,3,ΜΕΛΕΤΙΑΔΗΣ,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,88471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Π,6,Ε,18347,ΕΥΡΩΠΑΙΚΗ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,3,ΟΙΚΟΝΟΜΟΥ,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,88757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,6,Ε,18351,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΕΚΠΑΙΔΕΥΣΗΣ ΙΙ,3,ΚΑΝΤΖΑΡΑ,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,80145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΟΙΝ,5,Π,,Ε,18354,ΙΣΛΑΜ,3,ΚΑΡΑΜΠΕΛΙΑΣ,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,72540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΟΙΝ,5,Π,4,Ε,18356,ΕΓΚΛΗΜΑΤΟΛΟΓΙΚΗ ΘΕΩΡΙΑ ΙΙ,3,ΛΑΜΠΡΟΠΟΥΛΟΥ,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,72177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΟΙΝ,5,Π,4,Ε,18359,ΕΜΠΕΙΡΙΚΗ ΕΓΚΛΗΜΑΤΟΛΟΓΙΑ ΙΙ,3,ΖΑΡΑΦΩΝΙΤΟΥ,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,72252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΑ,5,Π,6,Ε,18367,ΕΠΑΝΟΡΘΩΤΙΚΗ ΔΙΚΑΙΟΣΥΝΗ,3,ΑΡΤΙΝΟΠΟΥΛΟΥ,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,87874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,5,Π,8,Σ,18368,ΚΟΙΝΩΝΙΚΗ ΔΙΑΜΕΣΟΛΑΒΗΣΗ ΕΝΝΟΙΕΣ,3,ΑΡΤΙΝΟΠΟΥΛΟΥ,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,80286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΠΕΙ,2,,,,31/05/16 ΔΔ ΠΡΟΟΔΟΣ ΠΟΛΥΜΕΡΗΣ,,,,,19:00:00,15:00:00,18:00-19:00,14:00-15:00,79915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΔΕΠΣ,6,,,,31/05/16 ΔΕΠΣ ΡΟΔΟΘΕΑΤΟΣ ΠΡΟΟΔΟΣ,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,80020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΔΔ,,,,,31/05/16 ΔΕΠΣ ΣΥΡΙΓΟΣ,,,,,21:00:00,22:00:00,20:00-21:00,21:00-22:00,79935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΑ,2,,,,31/05/16 ΚΟΙΝ ΔΙΔΑΚΤΟΡΙΚΟ,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,80181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,,,,,31/05/16 ΚΟΙΝ ΣΥΝΕΛ,,,,,12:00:00,15:00:00,11:00-12:00,14:00-15:00,80734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΟΙΝ,5,Μ,2,Υ,32Μ004,ΠΟΛΗ ΕΓΚΛΗΜΑΤΙΚΟΤΗΤΑ,,ΖΑΡΑΦΩΝΙΤΟΥ,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,72186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΟΙΝ,5,Μ,2,Υ,32Μ005,ΔΙΕΘΝΟΠΟΙΗΣΗ ΑΝΤΕΓΚΛΗΜΑΤΙΚΗΣΠΟΛΙΤΙΚΗΣ,,ΝΙΚΟΛΟΠΟΥΛΟΣ,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,88400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,5,ΔΔ,1,Π,2,Υ,18374,,,,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,104302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,1,Π,4,Υ,18375,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,71645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,,1,Π,2,Υ,18376,,,,,15:00:00,21:00:00,14:00-15:00,20:00-21:00,88522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΕΜΕΠ,1,Π,6,Υ,18377,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,79755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,1,Π,8,Υ,18378,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,71987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΕΜΕΠ,1,Π,6,Υ,18380,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,88195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,1,Π,2,Υ,18389,,,,,11:00:00,14:00:00,10:00-11:00,13:00-14:00,71644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,1,Π,6,Υ,18395,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,71648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΕΜΕΠ,1,Π,6,Υ,18399,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,79752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΕΜΕΠ,1,Π,8,Υ,18403,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,87862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,1,Π,4,Υ,18405,,,,,15:00:00,18:00:00,14:00-15:00,17:00-18:00,72236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΕΜΕΠ,1,Π,4,"Υ, Ε","410219, 120495",,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,80088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΠ,1,Π,2,Υ,18407,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,79950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΟΙΝ,6,Π,4,Υ,21162,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,79932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΔΔ,1,Π,2,Υ,21163,,,,,17:00:00,19:00:00,16:00-17:00,18:00-19:00,88506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,5,ΕΜΕΠ,1,Π,6,Υ,18415,,,,,11:00:00,13:00:00,10:00-11:00,12:00-13:00,104660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,1,Π,6,Υ,18417,,,,,11:00:00,13:00:00,10:00-11:00,12:00-13:00,72232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΕΜΕΠ,1,Π,8,Υ,18423,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,80238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΕΜΕΠ,1,Π,8,Υ,18424,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,88339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΕΜΕΠ,1,Π,8,Υ,18425,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,87859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΕΜΕΠ,1,Π,8,Υ,18426,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,80340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,1,Π,6,Υ,18436,,,,,19:00:00,22:00:00,18:00-19:00,21:00-22:00,72240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΕΜΕΠ,1,Π,6,Υ,18437,,,,,21:00:00,22:00:00,20:00-21:00,21:00-22:00,80349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΕΜΕΠ,1,Π,8,Υ,18441,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,88454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΕΜΕΠ,1,Π,8,Υ,18442,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,80343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,1,Π,8,Υ,18444,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,71984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΕΜΕΠ,1,Π,4,Υ,18452,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,88057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΕΜΕΠ,1,Π,4,Υ,18466,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,80091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,5,ΚΠ,3,Π,2,Υ,18472,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,104520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,2,ΚΠ,3,Π,2,Υ,18478,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,80196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΕΜΕΠ,3,Π,6,Ε,18480,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,71837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,3,ΚΠ,3,Π,4,Υ,18481,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,88306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,1,ΚΠ,3,Π,4,Υ,18483,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,72086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,49,23/02/16,06/06/16,5,ΚΠ,3,Π,4,Υ,18485,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,104517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
