1,Α50,10<=Α50<50,2018-03-19 13:41:13,2018-03-19 12:41:13
3,Α100,50<=Α100<100,2018-03-19 13:41:30,2018-03-19 12:41:30
5,Αμφ,Αμφιθέατρο,2018-03-22 18:28:03,2018-03-22 17:28:03
6,Γρ,Γραφείο,2018-03-19 12:39:29,2018-03-19 12:39:29
7,Στρ,Στρογγυλή,2018-03-19 12:39:42,2018-03-19 12:39:42
