14957,2018-05-04 15:43:43,2,transf,2,25655,12,,537878,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14958,2018-05-04 15:43:43,2,transf,2,25700,12,,537879,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14959,2018-05-04 15:43:43,5,transf,2,25804,12,,537880,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14960,2018-05-04 15:43:43,5,transf,2,25804,12,,537881,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14961,2018-05-04 15:43:43,5,transf,2,25873,12,,537882,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14962,2018-05-04 15:43:43,5,transf,2,25881,12,,537883,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14963,2018-05-04 15:43:43,5,transf,2,25900,12,,537884,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14964,2018-05-04 15:43:43,5,transf,2,25900,12,,537885,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14965,2018-05-04 15:43:43,5,transf,2,25904,12,,537886,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14966,2018-05-04 15:43:43,5,transf,2,25922,12,,537887,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14967,2018-05-04 15:43:43,5,transf,2,25939,12,,537888,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14968,2018-05-04 15:43:43,1,transf,2,25980,12,,537889,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14969,2018-05-04 15:43:43,1,transf,2,25988,12,,537890,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14970,2018-05-04 15:43:43,3,transf,2,26100,12,,537891,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14971,2018-05-04 15:43:43,3,transf,2,26114,12,,537892,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14972,2018-05-04 15:43:43,1,transf,2,26152,12,,537893,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14973,2018-05-04 15:43:43,5,transf,2,26234,12,,537894,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14974,2018-05-04 15:43:43,5,transf,2,26234,12,,537895,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14975,2018-05-04 15:43:43,5,transf,2,26249,12,,537896,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14976,2018-05-04 15:43:43,1,transf,2,26266,12,,537897,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14977,2018-05-04 15:43:43,1,transf,2,26266,12,,537898,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14978,2018-05-04 15:43:43,1,transf,2,26266,12,,537899,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14979,2018-05-04 15:43:43,1,transf,2,26266,12,,537900,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14980,2018-05-04 15:43:43,1,transf,2,26266,12,,537901,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
14981,2018-05-04 15:43:43,1,transf,2,26266,12,,537902,1,2018-01-15,2018-01-15,2018-05-04 15:43:43,,1,1
